"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KO:K09144",1.34013811879255,2.59639942582425,4.10606245462659,0.632333154820552,0.527169203195147,NA
"KO:K09146",1.09611058907951,0,5.36821236416883,0,1,NA
"KO:K09147",0.0870065862539381,0,5.36467131410485,0,1,NA
"KO:K09148",0.0463850540531562,0,5.36553255509815,0,1,NA
"KO:K09152",0.443836811094707,-4.57490856622474,5.33188390172893,-0.858028541233103,0.390876703598115,NA
"KO:K09153",4.3774498252529,0,4.10837416799206,0,1,1
"KO:K09154",0.745211042440811,-0.340683507224068,5.2687834839005,-0.0646607529546571,0.948444112001056,NA
"KO:K09155",4.23822447189141,0,4.5842645200769,0,1,1
"KO:K09157",0.316605456969546,0,5.36681813567343,0,1,NA
"KO:K09158",33.7682042990816,3.04085018932545,1.63163955178007,1.86367766459692,0.0623669838056239,0.360711652824032
"KO:K09159",29.6691520882844,0.990592349470629,1.37710433076056,0.719329921011529,0.471937664389507,0.842639851176287
"KO:K09160",2.98596987004851,-3.94085956944652,2.03601893020004,-1.93557118305345,0.0529202426010945,NA
"KO:K09161",0.372776491717632,-0.225583823585728,5.33919988405629,-0.042250492299297,0.966299011435048,NA
"KO:K09162",56.026605955943,-0.202265455224446,0.765603903962665,-0.264190731235234,0.791632952826263,0.978887957149812
"KO:K09163",3.92857407543382,1.94387221270802,2.04748359195249,0.949395746245924,0.342419373016961,NA
"KO:K09164",54.7279760161111,-1.27091991457118,1.37105069940553,-0.926967846719479,0.353943228686171,0.763076926188489
"KO:K09165",189.355356085921,-1.66407430155767,0.60927442596829,-2.73123937364192,0.00630966245379583,0.0867871787325077
"KO:K09166",10.6092919765009,-0.988876564156306,1.41675898022398,-0.697985033417589,0.485186553938465,0.847010200894202
"KO:K09167",1.68340830234048,0,5.35122951296318,0,1,NA
"KO:K09173",0.107468777877067,0,5.36189685399987,0,1,NA
"KO:K09175",0.556715269920811,0,5.36576423963104,0,1,NA
"KO:K09181",52.6821878637507,-1.35803460179993,1.10812950022787,-1.22551976237495,0.220379448743791,0.627248255224528
"KO:K09184",1.60146413509771,0,5.3620562155079,0,1,NA
"KO:K09190",2.20345650881669,3.94380549502723,5.29142268590893,0.745320441991828,0.456078026185944,NA
